  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      5.2125E-01      1.2477E+00      1.1665E+00      1.5330E+00      3.7947E-01      6.8416E+01      1.1757E+02      1.0000E+00
      5.0325E-01      1.2169E+00      1.1118E+00      1.4793E+00      3.2939E-01      7.5239E+01      1.1533E+02      1.0000E+00
      9.3506E-01      1.1379E+00      1.0334E+00      1.2864E+00      7.4712E-01      7.5482E+01      9.8623E+01      1.0000E+00
      6.1100E-01      1.4471E+00      1.1811E+00      1.6819E+00      4.4608E-01      6.2708E+01      1.1547E+02      1.0000E+00
      5.6665E-01      1.2282E+00      1.1806E+00      1.3913E+00      3.7287E-01      7.6052E+01      1.2204E+02      1.0000E+00
      9.4385E-01      1.1157E+00      1.0295E+00      1.2744E+00      8.1402E-01      8.3200E+01      9.8732E+01      1.0000E+00
      1.1153E+00      1.0759E+00      1.0081E+00      1.1336E+00      1.0418E+00      8.5983E+01      9.3682E+01      1.0000E+00
      1.1158E+00      1.0757E+00      1.0079E+00      1.1323E+00      1.0429E+00      8.5881E+01      9.3518E+01      1.0000E+00
      9.4498E-01      1.1149E+00      1.0291E+00      1.2720E+00      8.1526E-01      8.3107E+01      9.8619E+01      1.0000E+00
      5.6764E-01      1.2269E+00      1.1796E+00      1.3888E+00      3.7351E-01      7.6142E+01      1.2197E+02      1.0000E+00
      6.1350E-01      1.4503E+00      1.1839E+00      1.6850E+00      4.4700E-01      6.2437E+01      1.1566E+02      1.0000E+00
      9.3796E-01      1.1403E+00      1.0332E+00      1.2862E+00      7.4989E-01      7.5575E+01      9.8682E+01      1.0000E+00
      5.0466E-01      1.2200E+00      1.1122E+00      1.4809E+00      3.2979E-01      7.5180E+01      1.1542E+02      1.0000E+00
      5.2283E-01      1.2504E+00      1.1677E+00      1.5339E+00      3.8036E-01      6.8256E+01      1.1773E+02      1.0000E+00
      5.2249E-01      1.2505E+00      1.1663E+00      1.5336E+00      3.7978E-01      6.8397E+01      1.1767E+02      1.0000E+00
      5.0503E-01      1.2202E+00      1.1136E+00      1.4812E+00      3.2988E-01      7.5289E+01      1.1555E+02      1.0000E+00
      9.3979E-01      1.1436E+00      1.0344E+00      1.2903E+00      7.5044E-01      7.5345E+01      9.8573E+01      1.0000E+00
      6.1552E-01      1.4537E+00      1.1861E+00      1.6835E+00      4.4906E-01      6.2378E+01      1.1580E+02      1.0000E+00
      5.7077E-01      1.2238E+00      1.1820E+00      1.3825E+00      3.7468E-01      7.6173E+01      1.2216E+02      1.0000E+00
      9.5203E-01      1.1106E+00      1.0275E+00      1.2636E+00      8.1994E-01      8.3168E+01      9.8855E+01      1.0000E+00
      1.1256E+00      1.0708E+00      1.0069E+00      1.1226E+00      1.0508E+00      8.5932E+01      9.3678E+01      1.0000E+00
      1.1256E+00      1.0708E+00      1.0069E+00      1.1226E+00      1.0508E+00      8.5932E+01      9.3678E+01      1.0000E+00
      9.5203E-01      1.1106E+00      1.0275E+00      1.2636E+00      8.1994E-01      8.3168E+01      9.8855E+01      1.0000E+00
      5.7077E-01      1.2238E+00      1.1820E+00      1.3825E+00      3.7468E-01      7.6173E+01      1.2216E+02      1.0000E+00
      6.1552E-01      1.4537E+00      1.1861E+00      1.6835E+00      4.4906E-01      6.2378E+01      1.1580E+02      1.0000E+00
      9.3979E-01      1.1436E+00      1.0344E+00      1.2903E+00      7.5044E-01      7.5345E+01      9.8573E+01      1.0000E+00
      5.0503E-01      1.2202E+00      1.1136E+00      1.4812E+00      3.2988E-01      7.5289E+01      1.1555E+02      1.0000E+00
      5.2249E-01      1.2505E+00      1.1663E+00      1.5336E+00      3.7978E-01      6.8397E+01      1.1767E+02      1.0000E+00
      5.2283E-01      1.2504E+00      1.1677E+00      1.5339E+00      3.8036E-01      6.8256E+01      1.1773E+02      1.0000E+00
      5.0466E-01      1.2200E+00      1.1122E+00      1.4809E+00      3.2979E-01      7.5180E+01      1.1542E+02      1.0000E+00
      9.3796E-01      1.1403E+00      1.0332E+00      1.2862E+00      7.4989E-01      7.5575E+01      9.8682E+01      1.0000E+00
      6.1350E-01      1.4503E+00      1.1839E+00      1.6850E+00      4.4700E-01      6.2437E+01      1.1566E+02      1.0000E+00
      5.6764E-01      1.2269E+00      1.1796E+00      1.3888E+00      3.7351E-01      7.6142E+01      1.2197E+02      1.0000E+00
      9.4498E-01      1.1149E+00      1.0291E+00      1.2720E+00      8.1526E-01      8.3107E+01      9.8619E+01      1.0000E+00
      1.1158E+00      1.0757E+00      1.0079E+00      1.1323E+00      1.0429E+00      8.5881E+01      9.3518E+01      1.0000E+00
      1.1153E+00      1.0759E+00      1.0081E+00      1.1336E+00      1.0418E+00      8.5983E+01      9.3682E+01      1.0000E+00
      9.4385E-01      1.1157E+00      1.0295E+00      1.2744E+00      8.1402E-01      8.3200E+01      9.8732E+01      1.0000E+00
      5.6665E-01      1.2282E+00      1.1806E+00      1.3913E+00      3.7287E-01      7.6052E+01      1.2204E+02      1.0000E+00
      6.1100E-01      1.4471E+00      1.1811E+00      1.6819E+00      4.4608E-01      6.2708E+01      1.1547E+02      1.0000E+00
